date,retail_recreation,grocery_pharmacy,transit,workplaces,residential
2021-12-23,15.931637519872814,64.12199312714776,23.296062992125986,14.57100149476831,8.38871473354232
2021-12-24,19.75993640699523,69.85223367697594,27.658767772511847,11.6203288490284,7.852664576802508
2021-12-25,14.198738170347003,58.19277108433735,19.529225908372826,-8.08221225710015,10.424050632911392
2021-12-26,10.930489731437598,51.98086956521739,22.83596214511041,8.097451274362818,7.944
2021-12-27,15.267090620031796,61.01896551724138,23.514195583596216,6.714499252615845,7.98116169544741
2021-12-28,11.257551669316376,53.70172413793104,20.597791798107256,6.118086696562033,8.934065934065934
2021-12-29,11.667194928684628,57.16062176165803,19.859399684044234,8.251121076233185,9.150470219435737
2021-12-30,14.204761904761904,60.89518900343643,20.845669291338584,9.266068759342302,9.463949843260188
2021-12-31,24.276629570747218,75.71675302245251,27.0695102685624,9.532137518684603,8.09717868338558
2022-01-01,9.425867507886435,50.49143835616438,15.296998420221168,-3.0149700598802394,10.039556962025317
2022-01-02,8.982622432859399,54.37152777777778,21.420886075949365,7.818862275449102,8.8752
2022-01-03,11.131955484896661,61.25778546712803,20.798107255520506,13.0,8.750392464678178
2022-01-04,9.273449920508744,58.11379310344827,18.669303797468356,12.345291479820627,9.43956043956044
2022-01-05,5.75594294770206,53.42512908777969,16.208530805687204,13.878923766816143,10.465408805031446
2022-01-06,5.667721518987341,53.72384219554031,13.741732283464566,13.417040358744394,11.563579277864992
2022-01-07,7.384737678855326,58.672977624784856,15.406645569620252,15.028400597907325,11.355799373040753
2022-01-08,-1.4353312302839116,45.95869191049914,7.222397476340694,4.610778443113772,13.624012638230647
2022-01-09,-6.361198738170347,37.00347222222222,3.2649842271293377,5.3967065868263475,14.1568
2022-01-10,8.203174603174602,61.144329896907216,14.248427672955975,11.011958146487295,11.38679245283019
2022-01-11,5.939778129952456,56.22010398613518,13.330708661417322,8.741405082212257,12.078740157480315
2022-01-12,7.851030110935024,61.18793103448276,16.529968454258675,10.590433482810164,12.534591194968554
2022-01-13,9.773015873015874,67.13298791018998,18.495283018867923,7.261584454409567,12.717425431711145
2022-01-14,-1.4683544303797469,46.05972696245734,3.862776025236593,-9.539611360239164,16.845669291338584
2022-01-15,-3.6188976377952757,41.922813036020585,3.3391167192429023,-0.41317365269461076,15.844936708860759
2022-01-16,-8.666139240506329,31.740932642487046,2.1421800947867298,3.1786786786786787,15.51923076923077
